,km,potencia,gps,precio,antiguedad,fecha_registro_MES,fecha_venta_MES,modelo_318,modelo_320,modelo_520,modelo_Others,color_Unknown,color_black,color_blue,color_grey,color_white,tipo_coche_Unknown,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_suv,volante_regulable_False,volante_regulable_True,aire_acondicionado_False,aire_acondicionado_True,aire_acondicionado_Unknown,camara_trasera_False,camara_trasera_True,asientos_traseros_plegables_False,asientos_traseros_plegables_Unknown,elevalunas_electrico_False,elevalunas_electrico_True,bluetooth_False,bluetooth_True,bluetooth_Unknown,alerta_lim_velocidad_False,alerta_lim_velocidad_True,alerta_lim_velocidad_Unknown
824,169762.0,135.0,True,10200.0,2099.0,11.0,8.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False
825,160879.0,120.0,True,7500.0,2496.0,10.0,8.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False
826,169742.0,135.0,True,10700.0,2007.0,2.0,8.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
827,179160.0,100.0,True,10000.0,2038.0,1.0,8.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True
828,153849.0,120.0,True,11400.0,2007.0,2.0,8.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False
829,228801.0,155.0,True,14900.0,2252.0,6.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
830,116310.0,280.0,True,40900.0,1218.0,4.0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True
831,187011.0,100.0,True,9500.0,1583.0,4.0,8.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
832,180120.0,100.0,True,10600.0,1795.0,9.0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
833,248176.0,110.0,True,4900.0,4018.0,8.0,8.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True
834,210257.0,135.0,True,12800.0,2099.0,11.0,8.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False
835,163772.0,100.0,True,13800.0,1857.0,7.0,8.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
836,148194.0,105.0,True,9900.0,1127.0,7.0,8.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
837,182951.0,100.0,True,9300.0,2100.0,12.0,9.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False
838,150122.0,100.0,True,11500.0,1888.0,7.0,9.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
839,258378.0,120.0,True,4000.0,4687.0,11.0,9.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
840,136563.0,105.0,True,14600.0,1219.0,5.0,9.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False
841,218875.0,100.0,True,8900.0,1979.0,4.0,9.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False
842,172485.0,120.0,True,14000.0,2283.0,6.0,9.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
843,178558.0,120.0,True,13600.0,2038.0,2.0,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
844,74146.0,85.0,True,7900.0,2710.0,4.0,9.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False
845,134794.0,100.0,True,10000.0,1645.0,3.0,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
846,194998.0,100.0,True,9600.0,1645.0,3.0,9.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
847,180834.0,85.0,True,6700.0,2375.0,3.0,9.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
848,93132.0,135.0,True,14900.0,1826.0,9.0,9.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
849,263395.0,130.0,True,6900.0,4171.0,4.0,9.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
850,140538.0,85.0,True,7100.0,1584.0,5.0,9.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
851,78430.0,100.0,True,15500.0,1673.0,2.0,9.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
852,171327.0,120.0,True,11500.0,1888.0,7.0,9.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
853,123911.0,105.0,True,14300.0,1796.0,10.0,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
854,163318.0,85.0,True,9800.0,2038.0,2.0,9.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True
855,106206.0,155.0,True,16300.0,1949.0,5.0,9.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
856,175738.0,100.0,True,10900.0,2069.0,1.0,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False
857,231600.0,135.0,True,11400.0,2831.0,12.0,9.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
858,234860.0,230.0,True,20500.0,2375.0,3.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
859,127981.0,120.0,True,14200.0,2130.0,11.0,9.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
860,134819.0,190.0,True,19500.0,1735.0,12.0,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
861,121617.0,85.0,True,9300.0,2434.0,11.0,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False
862,34801.0,85.0,True,12000.0,1553.0,5.0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
863,59043.0,85.0,False,11700.0,1461.0,5.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
864,87337.0,105.0,False,10800.0,1612.0,12.0,5.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
865,31250.0,85.0,True,10600.0,1704.0,8.0,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False
866,151535.0,160.0,True,12000.0,2130.0,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
867,155570.0,85.0,True,9900.0,2161.0,10.0,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False
868,124132.0,105.0,True,11000.0,1491.0,4.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False
869,181672.0,105.0,True,13300.0,1522.0,5.0,7.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True
870,55308.0,135.0,True,22600.0,1369.0,8.0,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
871,107246.0,135.0,False,13400.0,1946.0,1.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
872,42500.0,85.0,True,13700.0,882.0,11.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
873,119045.0,85.0,True,11100.0,2069.0,1.0,9.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False
874,29464.0,160.0,False,9500.0,1612.0,12.0,5.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
875,10708.0,85.0,True,11100.0,699.0,8.0,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
876,119192.0,105.0,False,10200.0,1734.0,8.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
877,120350.0,105.0,True,3600.0,1461.0,5.0,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False
878,142907.0,105.0,False,5000.0,1826.0,4.0,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False
879,179435.0,105.0,True,12800.0,1582.0,12.0,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
880,169586.0,85.0,True,9100.0,1885.0,2.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
881,103195.0,85.0,True,10900.0,1675.0,6.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
882,74031.0,85.0,True,12000.0,1249.0,9.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
883,71037.0,85.0,True,10700.0,1979.0,8.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
884,281110.0,105.0,True,3500.0,3287.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
885,103794.0,100.0,True,15700.0,1280.0,7.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
886,144220.0,100.0,True,10900.0,2132.0,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
887,173913.0,85.0,True,5000.0,2983.0,11.0,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
888,124017.0,85.0,True,9000.0,1887.0,11.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
889,108352.0,85.0,True,11200.0,1642.0,9.0,3.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
890,27451.0,100.0,True,15800.0,1612.0,10.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
891,178650.0,192.0,True,21100.0,945.0,6.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
892,71718.0,105.0,True,3000.0,1430.0,2.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
893,15106.0,110.0,True,15800.0,426.0,11.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
894,139656.0,85.0,True,9400.0,2071.0,6.0,2.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False
895,181016.0,85.0,True,11900.0,1553.0,11.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
896,174524.0,85.0,True,100.0,1339.0,7.0,3.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
897,202753.0,85.0,True,9200.0,2102.0,5.0,2.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
898,52363.0,110.0,True,24400.0,946.0,7.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
899,31930.0,85.0,True,12400.0,1676.0,7.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
900,123526.0,85.0,True,5500.0,2315.0,10.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False
901,184452.0,135.0,True,18300.0,1492.0,1.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
902,53647.0,110.0,True,14500.0,821.0,12.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
903,183911.0,135.0,True,16100.0,1341.0,6.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False
904,150445.0,120.0,True,11900.0,1704.0,8.0,4.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
905,147270.0,85.0,True,10700.0,1948.0,3.0,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True
906,186656.0,105.0,True,4900.0,3957.0,6.0,4.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
907,188183.0,100.0,True,4600.0,3440.0,9.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
908,156386.0,85.0,True,8900.0,1614.0,9.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
909,188983.0,105.0,True,8000.0,1612.0,11.0,4.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
910,163252.0,85.0,True,9500.0,1553.0,11.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
911,74331.0,85.0,True,10500.0,1734.0,9.0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
912,127059.0,85.0,False,3600.0,1372.0,5.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
913,191225.0,100.0,True,12500.0,1584.0,10.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
914,16615.0,85.0,True,16100.0,488.0,10.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
915,176176.0,120.0,True,15400.0,1796.0,7.0,6.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False
916,122904.0,100.0,True,11900.0,1219.0,10.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
917,171543.0,85.0,True,8000.0,1767.0,4.0,2.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
918,189444.0,120.0,True,16500.0,1431.0,5.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
919,125225.0,85.0,True,9800.0,1614.0,9.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False
920,129351.0,105.0,True,14700.0,1158.0,12.0,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False
921,113134.0,137.0,True,19200.0,1584.0,10.0,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
922,90283.0,85.0,True,6700.0,1645.0,8.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False
923,219512.0,85.0,True,9700.0,1673.0,9.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True
924,121953.0,85.0,True,6400.0,3137.0,7.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
925,146220.0,100.0,True,16200.0,1795.0,8.0,7.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
926,56955.0,190.0,True,30800.0,884.0,9.0,2.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
927,199021.0,90.0,True,4900.0,4383.0,2.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False
928,149888.0,120.0,True,15100.0,1854.0,2.0,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False
929,181022.0,85.0,True,9000.0,2099.0,6.0,3.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
930,137827.0,135.0,False,15100.0,1216.0,11.0,3.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False
931,81668.0,85.0,True,9000.0,1765.0,5.0,3.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
932,160704.0,105.0,True,9600.0,2099.0,11.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
933,130922.0,85.0,True,6300.0,2616.0,1.0,3.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True
934,125941.0,85.0,True,10000.0,2130.0,5.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
935,159907.0,105.0,True,15600.0,1461.0,3.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False
936,95345.0,135.0,True,16100.0,1308.0,11.0,6.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
937,321955.0,100.0,True,3800.0,3499.0,8.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
938,70516.0,135.0,True,18100.0,1885.0,1.0,3.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
939,188371.0,130.0,True,5400.0,3530.0,7.0,3.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
940,77380.0,105.0,False,12000.0,2191.0,3.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False
941,182353.0,100.0,True,12700.0,1461.0,3.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False
942,120427.0,85.0,True,7700.0,1581.0,11.0,3.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
943,188784.0,105.0,True,7900.0,1612.0,11.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
944,89403.0,105.0,True,13700.0,2038.0,8.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False
945,286329.0,180.0,True,15800.0,2465.0,6.0,3.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True
946,153280.0,100.0,True,20600.0,1339.0,7.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False
947,27531.0,85.0,True,2800.0,1155.0,1.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False
948,175983.0,85.0,True,11500.0,1826.0,3.0,3.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
949,106431.0,135.0,False,23900.0,1461.0,3.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
950,178834.0,100.0,True,13100.0,1673.0,1.0,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False
951,210570.0,100.0,True,5000.0,3377.0,12.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
952,52773.0,110.0,True,13300.0,913.0,10.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False
953,90932.0,85.0,False,9500.0,1916.0,12.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False
954,193202.0,135.0,False,16100.0,1581.0,11.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False
955,177379.0,135.0,True,20500.0,1552.0,4.0,7.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
956,94829.0,120.0,True,16200.0,1612.0,10.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False
957,123471.0,105.0,True,17000.0,1553.0,5.0,8.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
958,150373.0,70.0,True,8200.0,1734.0,6.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
959,111119.0,85.0,True,10900.0,1977.0,10.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
960,98725.0,85.0,True,9800.0,1277.0,9.0,3.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False
961,71138.0,85.0,True,16400.0,1126.0,6.0,7.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
962,146057.0,85.0,True,8900.0,2099.0,6.0,3.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
963,178255.0,137.0,True,18800.0,1520.0,1.0,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
964,23755.0,190.0,True,29200.0,913.0,10.0,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
965,144088.0,135.0,True,16100.0,1704.0,7.0,3.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False
966,72527.0,70.0,True,9300.0,1581.0,11.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
967,156094.0,160.0,True,9800.0,1854.0,2.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
968,126316.0,120.0,True,13600.0,2130.0,5.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True
969,52139.0,85.0,True,9400.0,1946.0,11.0,3.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
